paper_run_id,internal_training_seed,condition_id,condition_family,joint_one_based,success_count,success_rate,success_rate_delta_vs_baseline,desired_revolutions_mean,desired_revolutions_delta_mean,desired_revolutions_delta_ci_low,desired_revolutions_delta_ci_high,forward_body_lengths_mean,forward_body_lengths_delta_mean,forward_body_lengths_delta_ci_low,forward_body_lengths_delta_ci_high,desired_active_rotation_fraction_mean,desired_active_rotation_fraction_delta_mean,desired_active_rotation_fraction_delta_ci_low,desired_active_rotation_fraction_delta_ci_high
2,9203,J03_ONLY,single_joint_retention,3.0,0,0.0,-0.35,1.163369600907405e-05,-0.7988474451344321,-1.0079038204170512,-0.5799270601686806,-1.7725608601277458e-06,-1.7627176329967995,-2.033745435364543,-1.4926047253528976,0.5429829471354239,-0.16848749182936007,-0.3058813001262819,-0.03387436698278683
2,9203,J04_ONLY,single_joint_retention,4.0,0,0.0,-0.35,1.919255679241186e-05,-0.7988398862736487,-1.006099050458429,-0.5838345622774145,-3.2356880533571926e-05,-1.7627482173164732,-2.0327222145182673,-1.4974574644886345,0.5671163430867378,-0.14435409587804618,-0.27580208567371495,-0.015837221402772925
2,9203,J05_ONLY,single_joint_retention,5.0,0,0.0,-0.35,-0.000492328955757607,-0.7993514077861988,-1.0097615472334835,-0.5818333945316244,0.01178205343737749,-1.7509338069985616,-2.0179322456699564,-1.4759870407526994,0.5263189552920673,-0.18515148367271658,-0.2406093488405669,-0.12874275610165534
2,9203,J06_ONLY,single_joint_retention,6.0,0,0.0,-0.35,-0.001265565182784195,-0.8001246440132255,-1.011288875263964,-0.5838288794259823,0.0506395082829937,-1.7120763521529454,-1.9813118029197414,-1.4444952852872532,0.588844131800737,-0.12262630716404696,-0.16457902913618994,-0.07810203330631492
2,9203,J07_ONLY,single_joint_retention,7.0,0,0.0,-0.35,-4.167000443073397e-05,-0.7989007488348718,-1.0058731374583332,-0.5845139036008036,0.0001366479175415796,-1.762579212518398,-2.0332987883143674,-1.4969064445002767,0.5994465765088332,-0.11202386245595093,-0.18344894223247704,-0.04277311807207263
2,9203,J08_ONLY,single_joint_retention,8.0,0,0.0,-0.35,-0.00010349198196252865,-0.7989625708124036,-1.0095154116872291,-0.5843473316976301,9.286508188958477e-05,-1.7626229953540498,-2.031235228532602,-1.4940237814825132,0.6096346936055198,-0.10183574535926412,-0.16827778887004619,-0.03593827015151932
2,9203,J01_K1_OFF,joint_k1_ablation,1.0,0,0.0,-0.35,-0.002277122855806215,-0.8011362016862472,-1.0138103709601034,-0.5862572736340274,0.8543091278203369,-0.9084067326156026,-1.2287145905534915,-0.6091780179078667,0.5085072104091011,-0.20296322855568283,-0.2448937788370722,-0.15921204887680862
2,9203,J02_K1_OFF,joint_k1_ablation,2.0,0,0.0,-0.35,-0.0025958405803941246,-0.8014549194108351,-1.006228503774249,-0.582759064146401,0.7219415903212305,-1.0407742701147091,-1.2920924123562367,-0.7800585736297511,0.5023782117315816,-0.2090922272332024,-0.2540062297950614,-0.16291647311234084
2,9203,J03_K1_OFF,joint_k1_ablation,3.0,0,0.0,-0.35,0.01857438891096288,-0.7802846899194783,-0.9885374988621831,-0.5624235460543636,2.0157680802091464,0.253052219773207,-0.04191775304769516,0.5459035834456255,0.5291935898647637,-0.18227684910002037,-0.2235955914035419,-0.1407245996034223
2,9203,J04_K1_OFF,joint_k1_ablation,4.0,0,0.0,-0.35,0.030077503573633736,-0.7687815752568073,-0.9777125094545344,-0.5580974721628981,1.961576044499651,0.19886018406371136,-0.06982039351713044,0.468868081198771,0.5825343595020164,-0.12893607946276758,-0.17328734634671905,-0.08373879191290635
2,9203,J05_K1_OFF,joint_k1_ablation,5.0,6,0.3,-0.04999999999999999,0.7973357822298964,-0.0015232966005447796,-0.2510869832291581,0.25257970003267516,1.750938725969726,-0.011777134466214001,-0.3373058294384347,0.32564158460090425,0.7094287576292733,-0.0020416813355107312,-0.056029067328688224,0.051081321566993604
2,9203,J06_K1_OFF,joint_k1_ablation,6.0,0,0.0,-0.35,0.07853150366537573,-0.7203275751650655,-0.9325057131845126,-0.5018131019190246,0.9529934588590591,-0.8097224015768806,-1.1274510982177404,-0.5046314205412061,0.5590473000397367,-0.15242313892504739,-0.19641005408304915,-0.10732375482400161
2,9203,J07_K1_OFF,joint_k1_ablation,7.0,0,0.0,-0.35,0.21875000874204648,-0.5801090700883946,-0.8040685154270949,-0.3443744998295891,0.9098450547704315,-0.8528708056655081,-1.113531854583789,-0.6033877653963812,0.554282851695423,-0.15718758726936105,-0.20235297385490733,-0.1140112785500424
2,9203,J08_K1_OFF,joint_k1_ablation,8.0,3,0.15,-0.19999999999999998,0.5822157785670272,-0.21664330026341388,-0.488998840321283,0.08887621860541682,1.667114510064494,-0.09560135037144589,-0.4394375618968278,0.2568730201511229,0.6595405368294183,-0.05192990213536579,-0.10834546529540844,0.011098523146018844
2,9203,J01_K2_OFF,joint_k2_ablation,1.0,2,0.1,-0.24999999999999997,0.32368262532233205,-0.475176453508109,-0.7576082381578806,-0.20311777013392882,0.7305881673203484,-1.0321276931155912,-1.4655226044226395,-0.5986405860891395,0.5767663679333875,-0.13470407103139648,-0.1974318539141021,-0.07119894985618865
2,9203,J02_K2_OFF,joint_k2_ablation,2.0,8,0.4,0.050000000000000044,0.7862548064363585,-0.012604272394082627,-0.23849282449659295,0.2166743268588483,1.6953486888241716,-0.06736717161176815,-0.3405157848737793,0.2220041358686697,0.6789457044573797,-0.03252473450740439,-0.07635999839089129,0.012404402568738046
2,9203,J03_K2_OFF,joint_k2_ablation,3.0,7,0.35,0.0,0.7848747294812397,-0.013984349349201383,-0.24979553622528447,0.20637190079615048,1.8124542735820435,0.049738413146103444,-0.30896007312958373,0.39684315320418245,0.697141909191658,-0.014328529773126064,-0.06257826312461741,0.03183420898220487
2,9203,J04_K2_OFF,joint_k2_ablation,4.0,6,0.3,-0.04999999999999999,0.7362114438595614,-0.0626476349708797,-0.37649325920642185,0.26392574404887337,1.4897824572659286,-0.2729334031700106,-0.6850292369044126,0.1600887329991865,0.6481219465553825,-0.06334849240940141,-0.12447654974642504,-0.0028448249133658575
2,9203,J05_K2_OFF,joint_k2_ablation,5.0,1,0.05,-0.3,0.3795541207467703,-0.41930495808367085,-0.6604727557443126,-0.17043877868700116,0.6110802218855019,-1.1516356385504376,-1.4616618941072608,-0.8374801653474334,0.6283889431629125,-0.0830814958018716,-0.13246203429121375,-0.029397662146671086
2,9203,J06_K2_OFF,joint_k2_ablation,6.0,4,0.2,-0.14999999999999997,0.4690155086330396,-0.32984357019740157,-0.620799517080068,-0.030309227154618024,0.6657889094544462,-1.0969269509814932,-1.4686236098380312,-0.7063913405168718,0.6253189115703839,-0.0861515273944001,-0.1501693976521843,-0.021168494011882054
2,9203,J07_K2_OFF,joint_k2_ablation,7.0,4,0.2,-0.14999999999999997,0.4784937453418294,-0.32036533348861174,-0.6780294482475657,0.037284037622803155,0.9762904155609968,-0.7864254448749426,-1.2209620206946599,-0.34974926668343254,0.6520996941815314,-0.05937074478325255,-0.13903056875512693,0.022028009855339904
2,9203,J08_K2_OFF,joint_k2_ablation,8.0,0,0.0,-0.35,0.27809007235628014,-0.520769006474161,-0.749198164841574,-0.2820831328085563,0.6117152887900849,-1.1510005716458547,-1.4911684500128735,-0.8236861097572347,0.6125280109280934,-0.09894242803669055,-0.14679681716561355,-0.04865011433148782
